date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-11-15,558.8,564.8,559.7,555.5,30833.4,4.6,0.83,559.76,567.724,586.653,46238.06,51330.2,72059.77
2018-11-14,569.96,569.96,555.1,552.55,41766.83,-14.9,-2.61,561.888,568.054,590.965,46824.13,58057.53,73125.91
2018-11-13,546.12,570.0,570.0,543.0,66429.05,18.0,3.26,564.148,567.434,596.496,46092.32,63569.33,73191.42
2018-11-12,553.0,554.2,552.0,536.8,67824.22,-10.0,-1.78,563.348,562.834,601.353,41919.74,77366.1,71189.65
2018-11-09,567.22,569.0,562.0,562.0,24336.82,-8.34,-1.46,568.108,562.543,607.098,43458.31,75491.27,69578.8
2018-11-08,574.0,577.0,570.34,568.0,33763.74,3.94,0.7,575.688,567.353,612.398,56422.34,78590.33,71085.59
2018-11-07,569.0,574.95,566.4,562.01,38107.78,0.4,0.07,574.22,572.219,616.131,69290.94,82770.79,73976.5
2018-11-06,574.0,574.16,566.0,558.01,45566.14,-9.8,-1.7,570.72,579.278,621.357,81046.34,86571.3,75226.02
2018-11-05,593.0,593.0,575.8,571.77,75517.08,-24.1,-4.02,562.32,586.852,627.807,112812.45,94325.96,74958.86
2018-11-02,585.0,600.0,599.9,572.24,89156.96,36.9,6.55,556.978,598.572,633.324,107524.23,94085.11,75320.25
2018-11-01,555.0,585.5,563.0,551.25,98106.72,14.1,2.57,559.018,605.582,639.829,100758.32,92789.35,72616.89
2018-10-31,527.0,555.0,548.9,522.0,96884.82,24.9,4.75,570.218,613.876,647.879,96250.65,88194.28,69736.98
2018-10-30,510.0,543.0,524.0,509.02,204396.67,-25.09,-4.57,587.836,625.558,656.681,92096.25,82813.51,68507.13
2018-10-29,549.09,549.09,549.09,549.09,49076.0,-61.01,-10.0,611.384,639.872,665.332,75839.46,65013.2,59819.29
2018-10-26,619.0,625.0,610.1,607.98,55327.38,-8.9,-1.44,640.166,651.653,672.878,80645.98,63666.33,59496.35
2018-10-25,620.0,622.5,619.0,608.58,75568.38,-17.99,-2.82,652.146,657.443,676.3,84820.38,63580.85,58105.96
2018-10-24,628.11,650.0,636.99,620.0,76112.82,-4.75,-0.74,657.534,660.042,679.421,80137.91,65182.21,56738.63
2018-10-23,689.0,689.0,641.74,635.0,123112.73,-51.26,-7.4,663.28,663.435,680.907,73530.76,63880.74,54825.93
2018-10-22,675.0,702.02,693.0,675.0,73108.57,23.0,3.43,668.36,668.761,681.11,54186.94,55591.75,50125.94
2018-10-19,638.0,675.0,670.0,635.08,76199.38,24.06,3.73,663.14,668.076,678.605,46686.68,56555.4,48515.52
2018-10-18,660.0,660.0,645.94,644.97,52156.07,-19.78,-2.97,662.74,674.076,676.704,42341.32,52444.44,47091.21
2018-10-17,675.0,677.3,665.72,649.9,43077.07,-1.42,-0.21,662.55,681.882,675.907,50226.5,51279.69,46541.27
2018-10-16,665.98,679.53,667.14,662.01,26393.6,0.24,0.04,663.59,687.803,674.921,54230.72,54200.76,45362.26
2018-10-15,669.49,671.95,666.9,660.03,35607.3,-1.1,-0.17,669.162,690.791,673.804,56996.57,54625.39,45102.69
2018-10-12,651.0,672.68,668.0,650.58,54472.56,23.01,3.57,673.012,694.102,673.008,66424.11,55326.38,44784.33
2018-10-11,635.01,668.94,644.99,635.01,91581.96,-25.93,-3.87,685.412,695.157,671.808,62547.56,52631.07,44179.23
2018-10-10,697.26,698.0,670.92,669.69,63098.2,-24.08,-3.46,701.214,698.8,672.448,52332.88,48295.06,41049.3
2018-10-09,686.9,698.71,695.0,685.9,40222.83,8.85,1.29,712.016,698.378,672.654,54170.79,45771.11,38971.42
2018-10-08,715.41,719.0,686.15,686.15,82745.02,-43.85,-6.01,712.42,693.459,671.214,52254.21,44660.12,38469.27
2018-09-28,726.7,733.2,730.0,718.88,35089.8,6.0,0.83,715.192,689.134,669.866,44228.64,40475.64,37281.06
2018-09-27,727.5,728.0,724.0,715.4,40508.53,-0.93,-0.13,704.902,679.332,667.386,42714.58,41737.97,37215.99
2018-09-26,702.1,732.68,724.93,701.99,72287.77,27.91,4.0,696.386,669.932,665.479,44257.24,41802.86,36560.76
2018-09-25,695.0,705.77,697.02,693.26,30639.91,-2.99,-0.43,684.74,662.039,663.282,37371.42,36523.77,34570.82
2018-09-21,682.0,700.01,700.01,680.01,42617.2,21.46,3.16,674.498,656.817,662.796,37066.03,35579.99,35439.67
2018-09-20,685.2,686.9,678.55,677.36,27519.48,-2.87,-0.42,663.076,651.913,660.811,36722.63,34242.28,34613.32
2018-09-19,666.58,686.0,681.42,666.0,48221.84,14.72,2.21,653.762,648.458,660.394,40761.36,35727.39,34605.21
2018-09-18,643.0,668.0,666.7,642.22,37858.68,20.89,3.23,643.478,646.095,659.708,39348.47,33803.55,33227.9
2018-09-17,645.0,652.96,645.81,641.06,29112.95,2.91,0.45,639.338,646.929,659.947,35676.11,32171.73,33947.41
2018-09-14,633.98,649.78,642.9,628.53,40900.19,10.92,1.73,639.136,648.969,659.896,34093.96,32278.42,34934.38
2018-09-13,638.0,642.0,631.98,620.0,47713.16,1.98,0.31,640.75,650.598,659.497,31761.93,34086.49,35218.1
2018-09-12,643.0,644.87,630.0,628.01,41157.37,-16.0,-2.48,643.154,655.44,660.348,30693.42,32694.01,35829.44
2018-09-11,645.57,650.97,646.0,640.63,19496.87,1.2,0.19,648.712,661.025,661.983,28258.63,31318.67,35521.42
2018-09-10,652.2,653.81,644.8,640.7,21202.2,-6.17,-0.95,654.52,664.525,663.708,28667.35,32617.88,35631.42
2018-09-07,645.5,658.03,650.97,645.14,29240.06,6.97,1.08,658.802,668.775,665.423,30462.88,35299.35,36299.83
2018-09-06,652.0,659.26,644.0,640.0,42370.58,-13.79,-2.1,660.446,669.708,667.232,36411.05,34984.37,36028.71
2018-09-05,675.0,676.99,657.79,657.0,28983.42,-17.25,-2.56,667.726,672.329,669.642,34694.6,33483.04,35634.47
2018-09-04,666.8,676.0,675.04,661.6,21540.48,8.83,1.32,673.338,673.32,670.57,34378.72,32652.25,35669.57
2018-09-03,652.0,667.67,666.21,650.8,30179.84,7.02,1.06,674.53,672.965,671.138,36568.41,35723.1,36546.83
2018-08-31,676.25,677.0,659.19,656.5,58980.93,-21.21,-3.12,678.748,670.823,671.311,40135.82,37590.35,37300.24
2018-08-30,688.21,692.6,680.4,679.01,33788.33,-5.45,-0.8,678.97,668.396,672.257,33557.69,36349.72,36718.04
2018-08-29,682.0,688.88,685.85,679.1,27404.03,4.85,0.71,676.932,665.256,672.998,32271.48,38964.87,37778.7
2018-08-28,693.0,693.78,681.0,678.55,32488.9,-6.3,-0.92,673.302,662.941,674.456,30925.77,39724.17,37670.39
2018-08-27,662.0,687.3,687.3,662.0,48016.92,27.0,4.09,671.4,662.891,676.725,34877.8,38644.97,37080.12
2018-08-24,669.0,669.0,660.3,656.46,26090.26,-9.91,-1.48,662.898,662.071,678.24,35044.88,37300.32,36787.86
2018-08-23,671.7,678.5,670.21,665.18,27357.27,2.51,0.38,657.822,664.756,682.168,39141.74,37073.06,36529.02
2018-08-22,671.0,673.2,667.7,663.0,20675.51,-3.79,-0.56,653.58,666.955,685.453,45658.26,37785.9,36314.52
2018-08-21,647.0,672.3,671.49,647.0,52249.02,26.7,4.14,652.58,667.819,689.26,48522.57,38686.9,36367.94
2018-08-20,632.45,645.55,644.79,616.86,48852.34,9.93,1.56,654.382,669.31,692.96,42412.14,37370.55,35845.92
2018-08-17,657.5,657.5,634.92,630.01,46574.57,-13.52,-2.08,661.244,671.799,697.321,39555.75,37010.13,35201.8
2018-08-16,652.0,668.5,649.0,640.0,59939.85,-13.8,-2.08,671.69,676.117,702.642,35004.37,37086.37,34400.5
2018-08-15,679.8,680.0,662.7,661.0,34997.09,-17.43,-2.56,680.33,680.74,707.265,29913.55,36592.53,32307.43
2018-08-14,679.22,684.5,680.5,673.51,21696.83,1.28,0.19,683.058,685.97,711.028,28851.22,35616.61,31783.66
2018-08-13,683.0,683.0,679.1,666.68,34570.41,-8.08,-1.18,684.238,690.559,714.128,32328.97,35515.27,32089.12
2018-08-10,691.88,694.77,687.15,684.2,23817.67,-4.73,-0.68,682.354,694.408,717.901,34464.51,36275.4,31984.34
2018-08-09,671.0,694.5,692.2,670.12,34485.75,15.98,2.36,680.544,699.58,720.893,39168.38,35984.99,32238.81
2018-08-08,687.02,689.0,676.34,671.87,29685.44,-9.94,-1.45,681.15,703.95,723.158,43271.51,34843.14,32523.02
2018-08-07,672.3,687.83,686.4,662.02,39085.59,16.72,2.5,688.882,710.7,725.313,42382.0,34048.99,32252.68
2018-08-06,677.0,684.0,669.68,662.25,45248.12,-9.31,-1.37,696.88,716.61,727.277,38701.58,34321.29,31748.92
2018-08-03,695.0,695.0,678.1,676.2,47336.99,-17.74,-2.55,706.462,722.842,730.16,38086.28,33393.47,31515.15
2018-08-02,715.97,715.97,695.23,687.88,55001.43,-19.71,-2.76,718.616,729.167,731.955,32801.61,31714.62,31356.13
2018-08-01,731.4,732.3,715.0,714.11,25237.88,-11.44,-1.57,726.75,733.789,732.318,26414.77,28022.32,30962.25
2018-07-31,720.3,727.88,726.39,719.21,20683.46,7.18,1.0,732.518,736.086,731.107,25715.97,27950.71,31599.89
2018-07-30,738.9,740.66,717.59,715.0,42171.66,-20.97,-2.84,736.34,737.697,729.531,29941.0,28662.96,34707.57
2018-07-27,736.0,744.3,738.87,730.0,20913.6,3.25,0.44,739.222,741.393,729.202,28700.65,27693.28,34476.89
2018-07-26,748.9,748.9,735.9,734.23,23067.26,-7.91,-1.06,739.718,742.206,728.848,30627.63,28492.63,35077.68
2018-07-25,746.95,749.88,743.84,740.01,21743.88,-1.56,-0.21,740.828,742.366,727.602,29629.87,30202.91,36466.01
2018-07-24,732.68,747.3,745.5,723.0,41808.6,13.43,1.83,739.654,739.925,726.537,30185.44,30456.36,38243.72
2018-07-23,736.0,741.15,732.0,720.01,35969.89,-9.13,-1.23,739.054,737.944,727.012,27384.93,29176.55,38482.19
2018-07-20,741.5,743.13,741.35,728.0,30548.5,0.4,0.05,743.564,737.478,728.69,26685.92,29636.83,38330.4
2018-07-19,739.0,743.95,741.45,735.02,18078.5,4.01,0.54,744.694,734.743,729.963,26357.63,30997.64,38245.72
2018-07-18,742.43,749.69,737.97,735.0,24521.71,-4.46,-0.6,743.904,730.847,730.884,30775.94,33902.17,39300.92
2018-07-17,757.0,757.0,742.5,736.02,27806.03,-12.18,-1.61,740.196,726.127,732.163,30727.29,35249.07,40366.73
2018-07-16,752.3,764.11,754.55,751.03,32474.87,7.56,1.01,736.834,721.365,731.934,30968.17,40752.18,41986.23
2018-07-13,742.3,748.1,747.0,735.12,28907.04,9.46,1.28,731.392,717.01,732.876,32587.73,41260.5,41947.87
2018-07-12,718.0,741.17,737.5,718.0,40170.04,17.92,2.49,724.792,715.49,734.83,35637.65,41662.73,42310.5
2018-07-11,710.0,724.0,719.43,702.22,24278.45,-6.33,-0.87,717.79,712.837,737.48,37028.4,42729.12,42064.21
2018-07-10,729.0,731.5,725.69,713.33,29010.47,-1.55,-0.21,712.058,713.149,741.483,39770.86,46031.07,43614.65
2018-07-09,720.03,729.86,727.34,719.73,40572.66,13.22,1.85,705.896,716.08,743.988,50536.18,47787.82,43991.5
2018-07-06,707.0,720.93,714.0,699.26,44156.61,11.61,1.65,702.628,719.902,746.496,49933.27,47023.97,43710.79
2018-07-05,700.0,716.2,702.49,700.0,47123.8,11.58,1.68,706.188,725.182,749.846,47687.81,45493.79,43461.35
2018-07-04,692.0,700.0,690.77,688.0,37990.75,-4.15,-0.6,707.884,730.921,754.023,48429.83,44699.67,43553.63
2018-07-03,709.76,715.78,694.88,678.23,82837.1,-16.67,-2.34,714.24,738.198,758.927,52291.29,45484.4,44285.58
2018-07-02,734.52,739.33,711.0,703.0,37558.11,-20.46,-2.8,726.264,742.502,763.281,45039.46,43220.27,43834.02
2018-06-29,712.3,732.3,731.8,705.0,32929.27,20.87,2.94,737.176,748.742,764.981,44114.67,42635.23,43765.0
2018-06-28,714.0,719.0,710.97,697.0,50833.94,-11.47,-1.59,744.176,754.169,765.97,43299.78,42958.27,45711.18
2018-06-27,752.0,757.0,722.55,721.0,57298.01,-32.25,-4.27,753.958,762.122,766.705,40969.5,41399.31,45026.84
2018-06-26,765.31,769.88,755.0,747.0,46577.98,-10.56,-1.38,762.156,769.817,767.148,38677.5,41198.22,44202.95
2018-06-25,766.0,778.97,765.56,764.9,32934.16,-0.97,-0.13,758.74,771.895,766.423,41401.08,40195.18,44014.31
2018-06-22,754.0,767.0,766.8,750.0,28854.81,7.48,0.98,760.308,773.09,763.986,41155.8,40397.61,43693.18
2018-06-21,765.22,778.89,759.88,758.77,39182.55,-3.71,-0.49,764.162,774.51,761.396,42616.76,41428.9,43771.25
2018-06-20,741.0,765.0,763.54,741.0,45838.02,25.54,3.46,770.286,777.124,759.585,41829.12,42407.6,43225.56
2018-06-19,769.0,769.0,737.92,737.0,60195.87,-35.41,-4.58,777.478,779.655,758.388,43718.93,43086.76,41783.61
2018-06-15,773.2,778.58,773.4,769.1,31707.73,-1.73,-0.22,785.05,784.059,758.232,38989.27,44447.77,40226.79
2018-06-14,790.0,793.8,786.07,775.18,36159.61,-4.26,-0.54,785.872,781.219,756.516,39639.41,44894.76,40104.16
2018-06-13,800.0,802.62,790.5,788.88,35244.37,-8.69,-1.09,784.858,777.77,753.572,40241.05,48464.09,39722.08
2018-06-12,778.0,803.5,799.5,776.5,55287.08,23.77,3.06,783.962,771.288,750.758,42986.07,48654.36,39499.62
2018-06-11,776.05,786.0,775.78,768.33,36547.55,-2.17,-0.28,781.832,764.478,747.945,42454.59,47207.68,38638.06
2018-06-08,780.0,785.9,777.51,770.0,34958.46,-3.46,-0.44,783.068,760.95,746.256,49906.27,47833.45,39361.42
2018-06-07,789.98,795.55,781.0,778.9,39167.78,-4.75,-0.6,776.566,754.881,743.263,50150.11,46988.75,39570.58
2018-06-06,788.0,800.95,786.02,782.3,48969.48,-2.03,-0.26,770.682,748.281,739.93,56687.12,46113.6,39576.88
2018-06-05,786.5,794.7,788.85,777.23,52629.67,6.88,0.88,758.614,742.045,735.728,54322.65,44043.53,38744.96
2018-06-04,752.35,782.9,781.96,745.88,73805.97,36.85,4.95,747.124,737.12,731.731,51960.77,40480.45,39238.36
2018-06-01,751.13,754.98,745.0,738.76,36177.63,-6.13,-0.82,738.832,732.404,727.527,45760.62,36005.82,39827.64
2018-05-31,730.25,751.62,751.58,730.24,71852.87,25.71,3.54,733.196,731.812,723.424,43827.39,35313.57,39887.55
2018-05-30,727.22,737.3,725.68,720.05,37147.1,-5.75,-0.79,725.88,729.374,719.387,35540.08,30980.08,38111.23
2018-05-29,738.8,750.0,731.4,731.28,40820.27,-9.0,-1.22,725.476,730.228,716.454,33764.4,30344.89,39766.83
2018-05-28,718.0,740.66,740.5,715.12,42805.23,23.64,3.3,727.116,731.411,713.083,29000.14,30068.44,40621.58
2018-05-25,712.0,727.0,716.82,712.0,26511.46,1.42,0.2,725.976,731.561,709.954,26251.01,30889.39,40233.71
2018-05-24,720.0,728.66,715.0,713.0,30416.34,-8.78,-1.21,730.428,731.645,708.663,26799.75,32152.41,40170.75
2018-05-23,740.0,740.0,723.66,723.58,28268.71,-15.91,-2.15,732.868,731.578,707.407,26420.07,33040.15,41014.06
2018-05-22,735.22,739.84,739.6,730.02,16998.96,4.78,0.65,734.98,729.411,704.919,26925.37,33446.39,41233.58
2018-05-21,744.0,747.3,734.8,732.48,29059.58,-4.52,-0.61,735.706,726.341,701.439,31136.74,37996.27,42459.22
2018-05-18,723.99,741.0,739.08,721.19,29255.17,11.7,1.61,737.146,722.649,698.699,35527.76,43649.46,43216.62
2018-05-17,735.12,737.5,727.2,724.0,28517.93,-7.32,-1.0,732.862,715.036,694.545,37505.06,44461.53,44884.69
2018-05-16,740.0,745.66,734.22,733.28,30795.2,-8.84,-1.19,730.288,709.4,691.485,39660.23,45242.39,45217.43
2018-05-15,746.0,746.44,743.23,734.0,38055.8,0.82,0.11,723.842,702.679,688.869,39967.4,49188.78,45324.66
2018-05-14,724.0,743.0,742.0,724.0,51014.71,23.98,3.34,716.976,694.754,686.052,44855.81,51174.72,44799.34
2018-05-11,718.69,730.5,717.66,715.7,39141.65,3.47,0.49,708.152,688.347,683.663,51771.15,49578.04,43784.29
2018-05-10,703.5,716.0,714.33,703.5,39293.8,12.38,1.76,697.21,685.681,683.03,51417.99,48189.09,43113.36
2018-05-09,709.08,712.3,701.99,697.12,32331.06,-6.84,-0.96,688.512,683.236,682.714,50824.54,48987.97,42750.84
2018-05-08,698.03,712.13,708.9,698.03,62497.83,10.73,1.54,681.516,680.426,682.523,58410.15,49020.78,42675.94
2018-05-07,659.95,701.88,697.88,657.77,85591.43,35.01,5.28,672.532,676.537,681.779,57493.62,46922.17,42395.61
2018-05-04,670.98,674.83,662.95,660.57,37375.84,-7.93,-1.18,668.542,674.749,680.81,47384.92,42783.78,40127.82
2018-05-03,666.0,673.68,670.84,658.0,36326.53,3.01,0.45,674.152,674.054,681.668,44960.19,45307.86,39860.98
2018-05-02,660.0,668.99,667.01,645.06,70259.11,4.48,0.68,677.96,673.57,682.305,47151.4,45192.48,39871.67
2018-04-27,685.25,688.36,663.98,655.0,57915.21,-14.25,-2.1,679.336,675.058,683.429,39631.42,41460.54,40312.81
2018-04-26,692.0,692.28,677.93,673.0,35047.9,-13.04,-1.89,680.542,677.35,684.335,36350.71,38423.97,43094.04
2018-04-25,689.0,692.0,691.0,683.02,25252.22,1.12,0.16,680.956,678.978,686.167,38182.65,37990.54,43719.06
2018-04-24,676.0,693.5,689.88,675.0,47282.56,15.87,2.35,673.956,680.378,687.317,45655.52,38037.64,44769.26
2018-04-23,666.01,680.33,673.89,666.01,32659.2,3.63,0.54,669.18,682.191,688.375,43233.56,36513.7,45032.47
2018-04-20,681.0,694.0,670.01,668.23,41511.68,-9.95,-1.46,670.78,684.62,691.005,43289.66,36331.09,45273.86
2018-04-19,659.85,680.0,680.0,656.66,44207.57,24.36,3.71,674.158,687.021,694.615,40497.22,37869.05,44535.41
2018-04-18,671.0,671.0,656.0,645.0,62616.6,-10.2,-1.53,677.0,686.871,697.99,37798.43,37471.85,43768.89
2018-04-17,685.0,685.38,666.0,665.6,35172.76,-15.38,-2.26,686.8,689.281,702.855,30419.75,34414.1,42571.39
2018-04-16,680.58,686.85,681.89,677.0,32939.67,-4.97,-0.72,695.202,691.039,706.555,29793.85,34550.85,42605.53
2018-04-13,698.5,701.0,686.9,685.08,27549.52,-7.3,-1.05,698.46,691.8,709.785,29372.52,39165.08,43765.98
2018-04-12,704.0,706.88,694.21,692.22,30713.61,-11.15,-1.58,699.884,691.32,711.783,35240.88,47764.1,44256.29
2018-04-11,710.0,714.78,705.0,703.02,25723.18,-3.02,-0.43,696.742,693.355,712.572,37145.27,49447.59,44649.47
2018-04-10,704.8,708.5,708.01,698.46,32043.25,9.71,1.39,691.762,694.255,713.518,38408.45,51500.88,45357.73
2018-04-09,697.1,705.43,698.18,690.15,30833.05,4.17,0.6,686.876,694.558,714.537,39307.86,53551.23,45264.12
2018-04-04,682.0,700.43,694.02,680.38,56891.31,16.11,2.38,685.14,697.39,715.778,48957.64,54216.62,45489.93
2018-04-03,678.0,687.0,678.5,675.39,40235.58,-1.56,-0.23,682.756,702.208,716.574,60287.32,51201.76,44375.16
2018-04-02,680.0,691.0,680.1,674.11,32039.08,-3.52,-0.52,689.968,709.108,718.549,61749.9,50065.92,45591.9
2018-03-30,686.0,693.5,683.58,679.88,36540.28,-5.52,-0.8,696.748,716.428,720.556,64593.3,50728.67,45851.68
2018-03-29,682.2,697.85,689.5,658.41,79081.96,7.45,1.09,702.24,722.07,723.182,67794.6,50660.2,45324.26
2018-03-28,699.97,703.0,682.1,669.0,113539.72,-32.64,-4.57,709.64,727.77,725.806,59475.6,48366.88,43609.9
2018-03-27,723.0,725.88,714.56,704.0,47548.44,1.07,0.15,721.66,732.245,727.968,42116.2,40748.49,40349.44
2018-03-26,708.0,715.06,714.0,701.88,46256.11,2.94,0.41,728.248,731.789,729.13,38381.95,39851.35,40102.1
2018-03-23,701.0,723.49,711.04,700.08,52546.77,-15.04,-2.07,736.108,732.78,730.63,36864.05,39214.58,39972.21
2018-03-22,744.0,748.0,726.5,724.01,37486.97,-15.5,-2.09,741.9,734.516,732.203,33525.8,36977.0,39252.81
2018-03-21,750.11,753.11,742.2,740.0,26742.71,-5.53,-0.74,745.9,734.165,732.998,37258.16,36763.24,39916.69
2018-03-20,750.0,752.0,747.5,740.0,28877.2,-5.98,-0.79,742.83,730.94,731.838,39380.77,37548.56,40112.19
2018-03-19,743.97,753.99,753.3,739.0,38666.58,13.45,1.82,735.33,727.99,730.063,41320.75,41117.88,41337.78
2018-03-16,747.6,753.98,740.0,738.88,35855.52,-6.47,-0.87,729.452,724.683,727.298,41565.11,40974.69,42613.43
2018-03-15,728.02,747.0,746.5,728.02,56148.79,19.62,2.7,727.132,724.293,724.448,40428.21,39988.33,46099.57
2018-03-14,709.67,728.08,726.85,707.22,37355.76,16.5,2.32,722.43,723.842,722.161,36268.31,38852.91,47462.6
2018-03-13,723.0,726.6,710.0,710.0,38577.09,-13.95,-1.93,719.05,723.69,719.999,35716.35,39950.4,50009.31
2018-03-12,729.55,733.92,723.91,722.77,39888.41,-4.29,-0.59,720.65,726.47,719.906,40915.0,40352.85,52488.89
2018-03-09,727.55,732.57,728.4,723.5,30171.0,5.64,0.78,719.914,728.48,719.628,40384.26,40729.83,55444.27
2018-03-08,714.0,724.0,722.99,708.0,35349.3,12.95,1.82,721.454,729.89,720.253,39548.44,41528.61,57706.76
2018-03-07,715.0,724.0,709.95,708.99,34595.94,-8.31,-1.16,725.254,731.831,721.972,41437.51,43070.15,58468.42
2018-03-06,725.0,727.6,718.0,697.13,64570.36,-2.11,-0.29,728.33,732.736,724.709,44184.46,42675.81,59758.75
2018-03-05,738.18,742.0,720.23,717.03,37234.7,-16.18,-2.2,732.29,732.135,725.91,39790.69,41557.69,59125.78
2018-03-02,738.0,743.56,736.1,730.0,25991.9,-5.87,-0.79,737.046,729.912,726.719,41075.4,44252.18,60990.82
2018-03-01,728.0,746.85,741.99,723.77,44794.65,16.37,2.26,738.326,724.602,728.78,43508.77,52210.82,61890.14
2018-02-28,732.0,742.3,725.33,719.0,48330.67,-12.65,-1.71,738.408,720.48,730.125,44702.78,56072.29,62152.45
2018-02-27,749.0,756.0,737.8,737.22,42601.54,-5.71,-0.77,737.142,716.307,732.102,41167.17,60068.22,61900.85
2018-02-26,746.88,752.05,744.01,733.02,43658.24,1.53,0.21,731.98,713.342,733.902,43324.7,64624.94,62248.23
2018-02-23,747.0,756.56,742.5,737.0,38158.77,0.05,0.01,722.778,710.776,735.395,47428.96,70158.7,63421.66
2018-02-22,727.3,744.0,742.4,723.24,50764.69,23.95,3.33,710.878,710.616,735.786,60912.86,73884.91,64060.0
2018-02-14,720.0,720.0,719.0,712.22,30652.6,7.02,0.99,702.552,712.112,736.217,67441.8,73866.7,64470.69
2018-02-13,705.02,714.82,711.99,704.5,53389.18,14.51,2.08,695.472,716.682,737.653,78969.28,76841.68,67473.54
2018-02-12,691.0,705.5,698.0,685.2,64179.55,14.57,2.13,694.704,719.685,740.728,85925.19,76693.87,68075.49
2018-02-09,680.0,689.89,683.0,658.0,105578.26,-17.99,-2.57,698.774,723.525,745.101,92888.45,77729.46,67490.17
2018-02-08,682.2,718.0,700.77,682.2,83409.43,17.34,2.54,710.354,732.958,750.361,86856.96,71569.47,64510.67
2018-02-07,720.0,723.88,683.6,682.01,88289.98,-25.26,-3.56,721.672,739.769,754.071,80291.59,68232.6,62873.0
2018-02-06,703.0,722.6,708.15,703.0,88168.71,-10.08,-1.4,737.892,747.897,759.171,74714.08,63733.48,60844.22
2018-02-05,727.22,729.96,718.35,705.6,98995.85,-22.05,-2.98,744.666,754.462,762.863,67462.54,59871.53,59665.38
2018-02-02,752.22,753.23,740.9,725.0,75420.82,-16.83,-2.22,748.276,760.014,764.547,62570.48,56684.62,57325.82
2018-02-01,767.0,767.3,757.36,752.92,50582.61,-7.18,-0.94,755.562,760.956,764.427,56281.98,54235.09,55554.23
2018-01-31,739.0,771.71,764.7,739.0,60402.41,22.62,3.05,757.866,760.322,763.41,56173.6,55074.68,56635.35
2018-01-30,736.0,748.77,742.02,730.02,51911.03,5.7,0.77,757.902,758.623,760.96,52752.88,58105.39,56216.2
2018-01-29,778.76,779.67,736.4,735.0,74535.51,-40.82,-5.25,764.258,761.771,759.059,52280.51,59457.12,56101.27
2018-01-26,767.24,777.4,777.33,764.0,43978.33,8.17,1.06,771.752,766.676,757.064,50798.76,57250.89,56176.44
2018-01-25,761.0,776.0,768.88,751.0,50040.72,4.42,0.58,766.35,767.764,754.127,52188.2,57451.88,60184.58
2018-01-24,776.44,776.46,764.88,758.6,43298.81,-8.9,-1.15,762.778,768.372,748.897,53975.76,57513.41,59568.65
2018-01-23,777.81,780.0,773.8,768.6,49549.18,0.16,0.02,759.344,770.444,744.683,63457.91,57954.96,58997.09
2018-01-22,751.81,774.0,773.87,751.81,67126.75,23.69,3.16,759.284,771.264,740.398,66633.74,59459.23,58330.34
2018-01-19,752.9,758.9,750.32,739.02,50925.56,-0.42,-0.06,761.6,769.079,735.854,63703.01,57967.01,56389.86
2018-01-18,747.93,765.0,751.02,744.09,58978.51,3.09,0.41,769.178,767.897,732.433,62715.55,56873.36,56177.6
2018-01-17,770.0,774.0,747.71,738.51,90709.54,-25.23,-3.26,773.966,766.497,729.131,61051.06,58196.02,56408.74
2018-01-16,780.48,788.61,773.5,768.0,65428.33,-11.87,-1.51,781.544,763.296,725.11,52452.0,54327.01,54076.87
2018-01-15,793.46,799.06,785.45,779.02,52473.13,-2.97,-0.38,783.244,756.346,719.729,52284.73,52745.42,52763.57
2018-01-12,773.77,788.8,788.21,767.02,45988.24,13.4,1.73,776.558,747.452,713.137,52231.01,55102.0,51752.71
2018-01-11,787.0,788.0,774.96,772.0,50656.07,-10.75,-1.37,766.616,740.489,706.96,51031.18,62917.28,51051.69
2018-01-10,785.0,788.88,785.6,773.48,47714.24,3.08,0.39,759.028,729.422,701.622,55340.98,61623.88,50944.01
